"","Geneid","SYMBOL","NCBI_GeneID","Ensembl_GeneID","gene_biotype","Chr","Start","End","Strand","Length"
"gene-FER","gene-FER","FER",415614,"ENSGALG00010009663","protein_coding","NC_052572.1","48109155","48288990","-",10869
"gene-FBXL17","gene-FBXL17","FBXL17",415615,"ENSGALG00010010257","protein_coding","NC_052572.1","48360165","48650920","+",12680
"gene-EFNA5","gene-EFNA5","EFNA5",396100,"ENSGALG00010010266","protein_coding","NC_052572.1","48721421","48928978","+",6139
"gene-NUDT12","gene-NUDT12","NUDT12",768471,"ENSGALG00010008522","protein_coding","NC_052572.1","50529880","50542708","+",3196
"gene-MACIR","gene-MACIR","MACIR",768501,"","protein_coding","NC_052572.1","50625805","50636327","-",3308
"gene-PPIP5K2","gene-PPIP5K2","PPIP5K2",427276,"ENSGALG00010008424","protein_coding","NC_052572.1","50641851","50694734","-",7982
"gene-GIN1","gene-GIN1","GIN1",101750732,"ENSGALG00010008450","protein_coding","NC_052572.1","50694556","50710014","+",4985
"gene-PAM","gene-PAM","PAM",427274,"ENSGALG00010008497","protein_coding","NC_052572.1","50714765","50843954","-",11035
"gene-ST8SIA4","gene-ST8SIA4","ST8SIA4",374155,"ENSGALG00010011935","protein_coding","NC_052572.1","51316915","51374621","+",5291
"gene-FAM174A","gene-FAM174A","FAM174A",427273,"ENSGALG00010012532","protein_coding","NC_052572.1","51478728","51492534","-",1071
"gene-LOC121108275","gene-LOC121108275","LOC121108275",121108275,"","protein_coding","NC_052572.1","51721361","51724322","+",2932
"gene-CHD1","gene-CHD1","CHD1",395783,"ENSGALG00010012470","protein_coding","NC_052572.1","51951706","52001112","+",8098
"gene-RGMB","gene-RGMB","RGMB",427277,"ENSGALG00010012903","protein_coding","NC_052572.1","52012687","52028355","-",5258
"gene-RIOK2","gene-RIOK2","RIOK2",427278,"ENSGALG00010011881","protein_coding","NC_052572.1","52217808","52229574","+",1862
"gene-LIX1","gene-LIX1","LIX1",374264,"ENSGALG00010011893","protein_coding","NC_052572.1","52232068","52262198","+",2721
"gene-LNPEP","gene-LNPEP","LNPEP",427279,"ENSGALG00010013246","protein_coding","NC_052572.1","52277451","52330786","-",8454
"gene-SHB","gene-SHB","SHB",427280,"ENSGALG00010013253","protein_coding","NC_052572.1","52382347","52456180","+",4500
"gene-RNF38","gene-RNF38","RNF38",427281,"ENSGALG00010012095","protein_coding","NC_052572.1","52571670","52671562","+",11456
"gene-TRIM14","gene-TRIM14","TRIM14",427282,"ENSGALG00010012240","protein_coding","NC_052572.1","52682432","52689860","+",1621
"gene-NANS","gene-NANS","NANS",427283,"ENSGALG00010012250","protein_coding","NC_052572.1","52691613","52700535","-",2688
"gene-CLTA","gene-CLTA","CLTA",427284,"ENSGALG00010013183","protein_coding","NC_052572.1","52718906","52733471","+",1043
"gene-GNE","gene-GNE","GNE",427285,"ENSGALG00010013225","protein_coding","NC_052572.1","52737274","52774520","-",8387
"gene-CPLX1","gene-CPLX1","CPLX1",427286,"ENSGALG00010012442","protein_coding","NC_052572.1","52949401","53053037","+",5429
"gene-PCGF3","gene-PCGF3","PCGF3",427287,"ENSGALG00010012551","protein_coding","NC_052572.1","53298287","53352547","-",16154
"gene-MFSD7","gene-MFSD7","MFSD7",769710,"ENSGALG00010012974","protein_coding","NC_052572.1","53396210","53412749","+",3407
"gene-TRABD2A","gene-TRABD2A","TRABD2A",427288,"ENSGALG00010012308","protein_coding","NC_052572.1","53591749","53676634","-",2631
"gene-LOC100857745","gene-LOC100857745","LOC100857745",100857745,"","protein_coding","NC_052572.1","53875963","53878292","+",2330
"gene-PIGG","gene-PIGG","PIGG",427290,"ENSGALG00010012353","protein_coding","NC_052572.1","53912816","54028723","-",16805
"gene-GAK","gene-GAK","GAK",427291,"ENSGALG00010013313","protein_coding","NC_052572.1","54055777","54126055","-",9285
"gene-TMEM175","gene-TMEM175","TMEM175",427293,"ENSGALG00010013431","protein_coding","NC_052572.1","54157332","54171012","+",3145
"gene-ATP5I","gene-ATP5I","ATP5I",769146,"ENSGALG00010013446","protein_coding","NC_052572.1","54171951","54173799","+",357
"gene-IDUA","gene-IDUA","IDUA",427294,"ENSGALG00010013546","protein_coding","NC_052572.1","54218678","54269570","-",8744
"gene-CHRNA6","gene-CHRNA6","CHRNA6",396321,"ENSGALG00010013675","protein_coding","NC_052572.1","54269217","54300031","+",24221
"gene-THAP1","gene-THAP1","THAP1",431620,"ENSGALG00010011947","protein_coding","NC_052572.1","54325272","54332299","-",3831
"gene-LOC770141","gene-LOC770141","LOC770141",770141,"","protein_coding","NC_052572.1","54332860","54344128","+",10954
"gene-RNF170","gene-RNF170","RNF170",427296,"ENSGALG00010011971","protein_coding","NC_052572.1","54356891","54381514","-",5394
"gene-HOOK3","gene-HOOK3","HOOK3",427297,"ENSGALG00010012011","protein_coding","NC_052572.1","54381250","54459922","+",14578
"gene-KCMF1","gene-KCMF1","KCMF1",770239,"","protein_coding","NC_052572.1","54462693","54518575","-",17588
"gene-FNTA","gene-FNTA","FNTA",427299,"ENSGALG00010013732","protein_coding","NC_052572.1","54531049","54545795","-",3712
"gene-FUT10","gene-FUT10","FUT10",395073,"ENSGALG00010013751","protein_coding","NC_052572.1","54541075","54556574","+",6522
"gene-NRG1","gene-NRG1","NRG1",373906,"ENSGALG00010013914","protein_coding","NC_052572.1","54642186","55109784","-",10931
"gene-LPL","gene-LPL","LPL",396219,"ENSGALG00010013954","protein_coding","NC_052572.1","55215002","55232438","-",4107
"gene-PSD3","gene-PSD3","PSD3",770334,"ENSGALG00010014032","protein_coding","NC_052572.1","55231641","55383432","-",27943
"gene-NIPSNAP3A","gene-NIPSNAP3A","NIPSNAP3A",427300,"ENSGALG00010014083","protein_coding","NC_052572.1","55401067","55410203","+",1498
"gene-ABCA1","gene-ABCA1","ABCA1",373945,"ENSGALG00010014122","protein_coding","NC_052572.1","55410930","55505344","-",10222
"gene-SLC44A1","gene-SLC44A1","SLC44A1",427301,"ENSGALG00010014184","protein_coding","NC_052572.1","55605933","55672453","+",8085
"gene-FSD1L","gene-FSD1L","FSD1L",427302,"ENSGALG00010013045","protein_coding","NC_052572.1","55696634","55730229","+",6787
"gene-FKTN","gene-FKTN","FKTN",427303,"ENSGALG00010013065","protein_coding","NC_052572.1","55730377","55749551","+",4608
"gene-TAL2","gene-TAL2","TAL2",107052333,"ENSGALG00010012114","protein_coding","NC_052572.1","55764760","55775816","+",4278
"gene-TMEM38B","gene-TMEM38B","TMEM38B",427305,"ENSGALG00010014203","protein_coding","NC_052572.1","55788439","55803586","+",4175
"gene-ZNF462","gene-ZNF462","ZNF462",431622,"ENSGALG00010014265","protein_coding","NC_052572.1","56188756","56239441","+",8041
"gene-RAD23B","gene-RAD23B","RAD23B",431623,"ENSGALG00010014317","protein_coding","NC_052572.1","56317585","56354076","+",10194
"gene-KLF4","gene-KLF4","KLF4",770254,"ENSGALG00010014323","protein_coding","NC_052572.1","56393942","56398448","-",2741
"gene-PHAX","gene-PHAX","PHAX",427124,"ENSGALG00010012574","protein_coding","NC_052572.1","56989371","56999990","+",3607
"gene-LMNB1","gene-LMNB1","LMNB1",396223,"ENSGALG00010012607","protein_coding","NC_052572.1","57021041","57045409","+",3316
"gene-MARCH3","gene-MARCH3","3-Mar",768965,"","protein_coding","NC_052572.1","57051532","57078006","-",2309
"gene-C5orf63","gene-C5orf63","C5orf63",427125,"","protein_coding","NC_052572.1","57127333","57137154","-",845
"gene-MEGF10","gene-MEGF10","MEGF10",427126,"ENSGALG00010011921","protein_coding","NC_052572.1","57157466","57258911","+",7589
"gene-PRRC1","gene-PRRC1","PRRC1",427127,"ENSGALG00010012640","protein_coding","NC_052572.1","57265423","57292126","+",2936
"gene-LOC112530573","gene-LOC112530573","LOC112530573",112530573,"","protein_coding","NC_052572.1","57499024","57500671","+",1648
"gene-SLC12A2","gene-SLC12A2","SLC12A2",427123,"ENSGALG00010012969","protein_coding","NC_052572.1","57500796","57555527","+",6311
"gene-FBN2","gene-FBN2","FBN2",374203,"ENSGALG00010012940","protein_coding","NC_052572.1","57572038","57735916","-",10743
"gene-ERAP1","gene-ERAP1","ERAP1",427122,"ENSGALG00010012124","protein_coding","NC_052572.1","57817259","57831751","+",4211
"gene-CAST","gene-CAST","CAST",427121,"ENSGALG00010012190","protein_coding","NC_052572.1","57832714","57893857","-",6137
"gene-PCSK1","gene-PCSK1","PCSK1",769230,"ENSGALG00010012232","protein_coding","NC_052572.1","57944597","57975738","+",5419
"gene-ELL2","gene-ELL2","ELL2",427119,"ENSGALG00010012711","protein_coding","NC_052572.1","58081286","58137707","+",5867
"gene-GLRX","gene-GLRX","GLRX",396069,"ENSGALG00010012918","protein_coding","NC_052572.1","58159377","58167809","+",584
"gene-RHOBTB3","gene-RHOBTB3","RHOBTB3",431569,"ENSGALG00010012809","protein_coding","NC_052572.1","58172969","58203440","-",5724
"gene-RFESD","gene-RFESD","RFESD",427118,"ENSGALG00010013111","protein_coding","NC_052572.1","58222126","58224947","-",1403
"gene-ARSK","gene-ARSK","ARSK",427116,"ENSGALG00010013117","protein_coding","NC_052572.1","58228456","58240370","-",3112
"gene-TTC37","gene-TTC37","TTC37",427114,"ENSGALG00010013132","protein_coding","NC_052572.1","58240448","58285509","+",7916
"gene-MCTP1","gene-MCTP1","MCTP1",427113,"ENSGALG00010013149","protein_coding","NC_052572.1","58347551","58613041","+",5854
"gene-SLF1","gene-SLF1","SLF1",427111,"ENSGALG00010013327","protein_coding","NC_052572.1","58624199","58665322","-",6107
"gene-KIAA0825","gene-KIAA0825","KIAA0825",427110,"ENSGALG00010013410","protein_coding","NC_052572.1","58665361","58896408","+",16680
"gene-FAM172A","gene-FAM172A","FAM172A",427109,"ENSGALG00010013497","protein_coding","NC_052572.1","58908648","59172608","+",4713
"gene-LOC112530550","gene-LOC112530550","LOC112530550",112530550,"","protein_coding","NC_052572.1","59173925","59185119","-",2830
"gene-NR2F1","gene-NR2F1","NR2F1",100859519,"ENSGALG00010013574","protein_coding","NC_052572.1","59187460","59201512","-",3937
"gene-LOC124417496","gene-LOC124417496","LOC124417496",124417496,"","protein_coding","NC_052572.1","59200798","59202472","+",1675
"gene-ARRDC3","gene-ARRDC3","ARRDC3",427107,"ENSGALG00010012830","protein_coding","NC_052572.1","60147735","60161509","+",4305
"gene-ADGRV1","gene-ADGRV1","ADGRV1",431566,"ENSGALG00010013001","protein_coding","NC_052572.1","60230451","60491088","-",19415
"gene-LYSMD3","gene-LYSMD3","LYSMD3",427106,"ENSGALG00010013085","protein_coding","NC_052572.1","60503728","60507730","+",2275
"gene-POLR3G","gene-POLR3G","POLR3G",427105,"","protein_coding","NC_052572.1","60510615","60532474","-",14214
"gene-MBLAC2","gene-MBLAC2","MBLAC2",431565,"ENSGALG00010012587","protein_coding","NC_052572.1","60532527","60540902","+",4060
"gene-CETN3","gene-CETN3","CETN3",427104,"ENSGALG00010013696","protein_coding","NC_052572.1","60551782","60568425","+",1275
"gene-MEF2C","gene-MEF2C","MEF2C",769007,"ENSGALG00010007430","protein_coding","NC_052572.1","61121809","61259046","+",18367
"gene-LOC101752151","gene-LOC101752151","LOC101752151",101752151,"","protein_coding","NC_052572.1","61277536","61281742","-",1807
"gene-LOC100859691","gene-LOC100859691","LOC100859691",100859691,"","protein_coding","NC_052572.1","61280988","61381101","+",60722
"gene-TMEM161B","gene-TMEM161B","TMEM161B",426919,"ENSGALG00010005477","protein_coding","NC_052572.1","61411536","61455901","+",15502
"gene-CCNH","gene-CCNH","CCNH",427328,"ENSGALG00010005887","protein_coding","NC_052572.1","61698337","61706058","+",1667
"gene-RASA1","gene-RASA1","RASA1",427327,"","protein_coding","NC_052572.1","61709215","61770740","-",4172
"gene-COX7C","gene-COX7C","COX7C",431629,"ENSGALG00010006252","protein_coding","NC_052572.1","61933584","61936102","-",395
"gene-EDIL3","gene-EDIL3","EDIL3",427326,"ENSGALG00010006096","protein_coding","NC_052572.1","62871709","63147874","+",5539
"gene-HAPLN1","gene-HAPLN1","HAPLN1",396475,"ENSGALG00010006730","protein_coding","NC_052572.1","63233947","63337452","+",6016
"gene-LOC124417538","gene-LOC124417538","LOC124417538",124417538,"","protein_coding","NC_052572.1","63270785","63273039","-",1280
"gene-VCAN","gene-VCAN","VCAN",395565,"ENSGALG00010006739","protein_coding","NC_052572.1","63371177","63477536","-",12910
"gene-XRCC4","gene-XRCC4","XRCC4",427325,"ENSGALG00010006821","protein_coding","NC_052572.1","63509163","63689916","-",2085
"gene-TMEM167A","gene-TMEM167A","TMEM167A",770790,"ENSGALG00010006851","protein_coding","NC_052572.1","63690079","63782958","+",1765
"gene-ATP6AP1L","gene-ATP6AP1L","ATP6AP1L",427324,"ENSGALG00010006121","protein_coding","NC_052572.1","64053433","64080359","-",8218
"gene-RPS23","gene-RPS23","RPS23",427323,"ENSGALG00010006178","protein_coding","NC_052572.1","64080487","64082311","+",509
"gene-ATG10","gene-ATG10","ATG10",427322,"ENSGALG00010006223","protein_coding","NC_052572.1","64092915","64178788","-",2459
"gene-SSBP2","gene-SSBP2","SSBP2",770958,"ENSGALG00010006575","protein_coding","NC_052572.1","64244525","64415489","+",7137
"gene-ACOT12","gene-ACOT12","ACOT12",431627,"ENSGALG00010006588","protein_coding","NC_052572.1","64424812","64456089","+",7120
"gene-ZCCHC9","gene-ZCCHC9","ZCCHC9",427320,"ENSGALG00010007097","protein_coding","NC_052572.1","64458916","64465564","-",1817
"gene-CKMT2","gene-CKMT2","CKMT2",396508,"ENSGALG00010007143","protein_coding","NC_052572.1","64473950","64495647","-",1524
"gene-RASGRF2","gene-RASGRF2","RASGRF2",100859132,"ENSGALG00010007166","protein_coding","NC_052572.1","64500889","64628065","-",10674
"gene-MSH3","gene-MSH3","MSH3",427318,"ENSGALG00010007217","protein_coding","NC_052572.1","64658489","64775849","-",3930
"gene-DHFR","gene-DHFR","DHFR",427317,"ENSGALG00010007224","protein_coding","NC_052572.1","64775883","64791914","+",1509
"gene-ANKRD34B","gene-ANKRD34B","ANKRD34B",431626,"ENSGALG00010007259","protein_coding","NC_052572.1","64801311","64815778","+",12182
"gene-FAM151B","gene-FAM151B","FAM151B",100859442,"ENSGALG00010007277","protein_coding","NC_052572.1","64815914","64827661","+",3605
"gene-FAM151BL","gene-FAM151BL","FAM151BL",427316,"ENSGALG00010007277","protein_coding","NC_052572.1","64825810","64838401","-",8046
"gene-ZFYVE16","gene-ZFYVE16","ZFYVE16",427315,"","protein_coding","NC_052572.1","64838537","64870177","-",12244
"gene-AK6","gene-AK6","AK6",425215,"ENSGALG00010007322","protein_coding","NC_052572.1","64883622","64887637","-",2968
"gene-RAD17","gene-RAD17","RAD17",404778,"ENSGALG00010007344","protein_coding","NC_052572.1","64887695","64904086","+",2804
"gene-GRIN3A","gene-GRIN3A","GRIN3A",769001,"ENSGALG00010005537","protein_coding","NC_052572.1","65696746","65765177","+",4558
"gene-RNF20","gene-RNF20","RNF20",427310,"ENSGALG00010005549","protein_coding","NC_052572.1","65770066","65788473","-",3604
"gene-TMEM246","gene-TMEM246","TMEM246",427309,"","protein_coding","NC_052572.1","65798103","65809547","+",4828
"gene-ALDOB","gene-ALDOB","ALDOB",427308,"ENSGALG00010005583","protein_coding","NC_052572.1","65815830","65824523","+",1560
"gene-MRPL50","gene-MRPL50","MRPL50",427307,"ENSGALG00010005594","protein_coding","NC_052572.1","65826180","65826959","+",636
"gene-PLPPR1","gene-PLPPR1","PLPPR1",427306,"ENSGALG00010006946","protein_coding","NC_052572.1","65828332","65955750","-",3002
"gene-LOC101752072","gene-LOC101752072","LOC101752072",101752072,"","protein_coding","NC_052572.1","66112947","66120459","+",1716
"gene-PALM2AKAP2","gene-PALM2AKAP2","PALM2AKAP2",100533110,"ENSGALG00010006957","protein_coding","NC_052572.1","66274303","66523159","+",11092
"gene-SNX30","gene-SNX30","SNX30",427330,"ENSGALG00010007001","protein_coding","NC_052572.1","66562409","66615004","-",4903
"gene-INIP","gene-INIP","INIP",427331,"ENSGALG00010007066","protein_coding","NC_052572.1","66624886","66636095","+",1895
"gene-KIAA1958","gene-KIAA1958","KIAA1958",431637,"","protein_coding","NC_052572.1","66651454","66712222","-",16278
"gene-HSDL2","gene-HSDL2","HSDL2",100858057,"ENSGALG00010006029","protein_coding","NC_052572.1","66729240","66741818","+",1529
"gene-PTBP3","gene-PTBP3","PTBP3",427333,"ENSGALG00010005519","protein_coding","NC_052572.1","66770319","66825143","+",8453
"gene-SUSD1","gene-SUSD1","SUSD1",427334,"ENSGALG00010005531","protein_coding","NC_052572.1","66843262","66883483","+",3422
"gene-UGCG","gene-UGCG","UGCG",427335,"ENSGALG00010005963","protein_coding","NC_052572.1","66941323","66968584","-",4216
"gene-C9orf84","gene-C9orf84","C9orf84",101747858,"","protein_coding","NC_052572.1","67020880","67073586","+",7280
"gene-GNG10","gene-GNG10","GNG10",769603,"ENSGALG00010006277","protein_coding","NC_052572.1","67075244","67081235","-",1181
"gene-DNAJC25","gene-DNAJC25","DNAJC25",431639,"ENSGALG00010006283","protein_coding","NC_052572.1","67084803","67092134","-",1905
"gene-ECPAS","gene-ECPAS","ECPAS",427336,"ENSGALG00010006287","protein_coding","NC_052572.1","67093132","67152478","+",8572
"gene-SMC2","gene-SMC2","SMC2",396156,"ENSGALG00010006345","protein_coding","NC_052572.1","67153026","67177187","-",4448
"gene-PTGR1","gene-PTGR1","PTGR1",427337,"ENSGALG00010006355","protein_coding","NC_052572.1","67177174","67196643","+",2148
"gene-LOC112530674","gene-LOC112530674","LOC112530674",112530674,"","protein_coding","NC_052572.1","67197467","67203362","-",5536
"gene-TXN","gene-TXN","TXN",396437,"ENSGALG00010005495","protein_coding","NC_052572.1","67208387","67213741","-",620
"gene-CR1","gene-CR1","CR1",427338,"","protein_coding","NC_052572.1","67230308","67355763","-",13581
"gene-MUSK","gene-MUSK","MUSK",373897,"ENSGALG00010005790","protein_coding","NC_052572.1","67362599","67455625","+",12171
"gene-LPAR1","gene-LPAR1","LPAR1",427339,"ENSGALG00010005828","protein_coding","NC_052572.1","67497774","67565890","-",4649
"gene-LOC769884","gene-LOC769884","LOC769884",769884,"","protein_coding","NC_052572.1","67604871","67608392","+",2039
"gene-NPR1","gene-NPR1","NPR1",431640,"","protein_coding","NC_052572.1","67719012","67771557","+",8916
"gene-TMEM215","gene-TMEM215","TMEM215",427341,"ENSGALG00010005601","protein_coding","NC_052572.1","67778699","67782335","-",3637
"gene-TOPORS","gene-TOPORS","TOPORS",427342,"ENSGALG00010005637","protein_coding","NC_052572.1","67810284","67815006","+",3937
"gene-ELAVL2","gene-ELAVL2","ELAVL2",770158,"ENSGALG00010005738","protein_coding","NC_052572.1","68119639","68204744","-",4583
"gene-TUSC1","gene-TUSC1","TUSC1",101751372,"ENSGALG00010007437","protein_coding","NC_052572.1","68774249","68775465","-",1217
"gene-HRC8L","gene-HRC8L","HRC8L",427362,"","protein_coding","NC_052572.1","68780709","68799672","+",9001
"gene-CAAP1","gene-CAAP1","CAAP1",427364,"ENSGALG00010006378","protein_coding","NC_052572.1","69060816","69080938","-",4319
"gene-PLAA","gene-PLAA","PLAA",427365,"ENSGALG00010006465","protein_coding","NC_052572.1","69082760","69100063","-",2621
"gene-IFT74","gene-IFT74","IFT74",427367,"ENSGALG00010006480","protein_coding","NC_052572.1","69100278","69132213","+",2496
"gene-TEK","gene-TEK","TEK",427368,"ENSGALG00010006538","protein_coding","NC_052572.1","69139924","69176364","+",4332
"gene-MOB3B","gene-MOB3B","MOB3B",431645,"ENSGALG00010006544","protein_coding","NC_052572.1","69188967","69275976","-",15222
